500 104343
228 396 4.0
228 398 7.1
228 401 4.0
228 402 6.1
228 403 7.7
228 404 2.8
228 405 3.3
228 406 3.3
228 409 4.5
228 410 1.7
228 412 2.5
228 413 5.9
228 414 1.3
228 415 6.4
228 417 2.1
228 418 2.0
228 419 3.2
228 420 1.3
228 423 6.9
228 425 1.0
228 426 4.0
228 428 4.1
228 432 1.5
228 433 7.1
228 435 3.4
228 436 8.9
228 440 6.1
228 441 5.0
228 442 9.0
228 443 7.7
228 444 7.6
228 446 7.0
228 448 6.2
228 451 1.6
228 453 6.6
228 454 2.9
228 456 3.2
228 457 8.3
228 459 6.7
228 462 3.0
228 463 7.9
228 465 5.9
228 466 4.7
228 467 6.9
228 468 1.3
228 469 2.4
228 472 3.6
228 477 4.5
228 478 2.7
228 479 9.7
228 480 9.6
228 481 5.9
228 483 5.1
228 484 2.9
228 485 3.3
228 486 8.8
228 489 4.5
228 491 1.1
228 492 7.9
228 493 2.9
228 494 1.9
228 495 5.5
228 496 7.8
228 497 3.2
228 498 4.2
228 499 3.0
228 500 6.9
229 7 1.2
229 11 1.1
229 14 7.1
229 19 5.3
229 22 4.9
229 27 5.3
229 37 6.5
229 39 2.4
229 40 5.7
229 46 9.6
229 48 3.3
229 57 8.3
229 58 5.1
229 67 2.1
229 81 8.4
229 91 9.2
229 95 4.4
229 103 9.6
229 104 7.0
229 106 6.7
229 116 1.4
229 120 7.5
229 124 9.5
229 125 3.4
229 131 2.3
229 136 3.4
229 142 6.8
229 144 4.9
229 147 3.4
229 159 6.1
229 165 1.3
229 168 7.6
229 176 6.1
229 181 1.9
229 182 2.7
229 187 3.5
229 192 4.6
229 197 3.4
229 198 9.4
229 201 8.4
229 204 3.4
229 206 3.3
229 211 7.2
229 216 3.1
229 219 1.5
229 220 9.2
229 228 2.5
229 231 1.4
229 232 6.7
229 233 1.8
229 234 3.1
229 235 5.9
229 236 6.5
229 239 9.7
229 242 5.7
229 243 6.5
229 244 7.8
229 245 9.9
229 247 8.8
229 248 8.3
229 249 6.6
229 250 4.6
229 251 3.5
229 252 6.5
229 255 9.1
229 257 9.9
229 259 9.3
229 260 5.1
229 261 9.9
229 263 5.6
229 264 2.3
229 266 1.1
229 267 9.3
229 269 7.1
229 270 2.3
229 271 9.8
229 273 2.6
229 275 1.6
229 280 9.4
229 281 6.9
229 282 3.5
229 283 1.0
229 286 2.4
229 287 5.7
229 289 8.9
229 290 5.1
229 291 6.4
229 292 8.1
229 293 7.1
229 294 1.7
229 296 2.8
229 297 2.9
229 298 4.5
229 301 6.6
229 304 5.9
229 305 1.9
229 307 6.9
229 308 4.5
229 310 1.5
229 311 5.2
229 312 3.4
229 313 6.7
229 314 8.8
229 316 4.1
229 317 9.2
229 318 8.4
229 319 8.2
229 321 6.2
229 322 1.0
229 323 5.7
229 324 1.6
229 325 7.8
229 328 4.6
229 330 7.6
229 331 7.1
229 332 5.3
229 336 1.4
229 337 2.8
229 338 4.1
229 339 9.1
229 344 2.4
229 345 8.7
229 347 6.2
229 348 6.8
229 349 2.2
229 352 2.8
229 353 5.7
229 357 3.1
229 359 5.8
229 360 8.4
229 365 1.2
229 366 5.9
229 367 1.6
229 368 6.8
229 371 9.3
229 372 8.8
229 373 4.1
229 374 1.1
229 375 6.2
229 376 1.9
229 377 7.7
229 378 9.0
229 381 9.3
229 383 3.0
229 384 4.1
229 387 7.7
229 388 1.1
229 390 3.2
229 395 7.9
229 398 4.0
229 399 5.9
229 400 6.4
229 404 1.5
229 405 1.8
229 406 8.7
229 407 9.4
229 408 7.0
229 410 9.6
229 413 3.5
229 414 3.4
229 416 6.0
229 417 10.0
229 419 1.3
229 420 4.8
229 423 8.0
229 424 9.7
229 425 9.3
229 429 2.1
229 430 2.3
229 431 3.9
229 433 10.0
229 435 8.6
229 436 1.2
229 439 3.4
229 440 3.5
229 441 8.2
229 442 7.7
229 444 6.5
229 446 3.9
229 447 1.1
229 449 4.5
229 450 9.8
229 452 6.0
229 453 9.7
229 454 6.2
229 455 1.2
229 456 1.6
229 457 9.4
229 458 7.4
229 459 6.4
229 460 7.2
229 462 3.2
229 467 2.8
229 468 6.2
229 469 7.8
229 471 1.9
229 474 2.9
229 475 5.2
229 476 6.9
229 477 3.5
229 478 1.6
229 479 6.4
229 486 7.2
229 489 8.8
229 491 4.5
229 492 9.4
229 496 8.9
229 497 9.8
229 498 1.8
229 499 7.6
230 1 9.7
230 5 4.5
230 7 7.6
230 18 4.3
230 19 4.4
230 21 8.9
230 22 4.3
230 24 3.6
230 29 4.2
230 31 4.0
230 46 4.7
230 47 9.8
230 49 9.2
230 51 2.0
230 55 8.2
230 60 5.2
230 66 4.5
230 74 6.0
230 80 4.8
230 83 9.6
230 92 8.6
230 96 7.6
230 97 7.8
230 99 4.8
230 100 9.8
230 104 8.2
230 108 8.6
230 111 4.3
230 113 5.1
230 114 2.4
230 116 5.7
230 117 6.8
230 125 3.2
230 129 2.1
230 133 5.2
230 136 9.6
230 137 1.3
230 138 8.4
230 139 1.9
230 142 7.2
230 143 4.8
230 148 4.7
230 150 6.7
230 157 5.0
230 159 3.2
230 168 9.1
230 171 5.2
230 174 1.3
230 175 1.7
230 182 5.3
230 185 1.1
230 190 1.7
230 191 8.5
230 193 3.5
230 194 8.6
230 195 6.4
230 197 8.2
230 201 6.2
230 202 5.1
230 203 7.2
230 205 3.8
230 207 9.1
230 208 2.9
230 211 3.4
230 215 1.4
230 220 5.7
230 222 8.2
230 227 7.4
230 229 9.8
230 231 9.1
230 233 1.1
230 235 9.1
230 236 3.0
230 237 7.9
230 239 2.9
230 240 7.6
230 241 8.4
230 245 2.4
230 247 4.4
230 248 8.5
230 249 2.0
230 250 6.1
230 251 3.0
230 253 8.9
230 254 2.2
230 258 6.5
230 259 8.5
230 260 7.1
230 262 4.0
230 266 5.9
230 267 2.6
230 271 6.0
230 274 6.7
230 275 5.2
230 278 9.8
230 279 8.3
230 280 4.5
230 281 7.6
230 282 3.9
230 283 8.5
230 284 9.0
230 285 1.2
230 286 3.3
230 287 9.6
230 290 4.3
230 295 2.4
230 299 4.1
230 301 5.0
230 309 4.0
230 311 4.5
230 312 3.2
230 313 2.9
230 314 3.2
230 315 4.6
230 316 3.1
230 318 2.1
230 319 8.8
230 322 3.0
230 323 2.8
230 324 1.4
230 325 4.0
230 326 5.1
230 327 7.1
230 328 8.7
230 329 5.1
230 330 8.1
230 331 2.6
230 332 9.0
230 334 1.6
230 337 9.0
230 338 3.9
230 341 3.5
230 342 5.3
230 343 1.3
230 344 8.8
230 345 4.8
230 346 2.7
230 348 7.3
230 350 9.2
230 351 9.4
230 357 7.7
230 358 9.2
230 359 2.1
230 360 1.8
230 362 8.6
230 363 3.9
230 364 1.2
230 365 3.9
230 367 5.8
230 368 3.0
230 369 9.2
230 370 8.6
230 371 6.0
230 375 8.0
230 376 1.8
230 377 7.5
230 380 9.4
230 383 1.5
230 384 4.3
230 385 7.5
230 386 2.9
230 387 4.4
230 388 9.0
230 389 7.0
230 392 4.3
230 394 9.7
230 395 5.9
230 396 2.8
230 398 6.4
230 399 4.7
230 401 5.4
230 403 5.3
230 404 8.6
230 405 6.8
230 407 1.3
230 412 7.9
230 413 7.7
230 414 7.7
230 416 1.6
230 417 2.8
230 420 9.8
230 426 3.4
230 427 6.5
230 430 5.1
230 432 6.4
230 433 4.6
230 434 6.1
230 435 8.8
230 436 4.8
230 437 6.4
230 440 5.0
230 441 8.6
230 442 3.3
230 445 5.7
230 447 8.0
230 448 6.5
230 452 7.7
230 453 5.7
230 454 9.4
230 455 3.6
230 456 8.3
230 458 8.8
230 459 2.2
230 460 2.7
230 462 1.3
230 464 9.8
230 465 1.8
230 466 1.3
230 471 4.4
230 472 3.2
230 474 8.5
230 475 1.4
230 478 8.7
230 482 7.7
230 483 2.7
230 485 3.1
230 486 6.3
230 487 6.3
230 492 7.8
230 495 9.3
230 496 1.3
230 497 3.3
230 498 8.6
230 499 2.8
231 2 5.1
231 3 1.5
231 10 8.8
231 12 5.1
231 14 7.9
231 16 9.1
231 17 3.7
231 19 3.4
231 22 9.7
231 27 9.6
231 30 8.5
231 35 6.6
231 37 3.8
231 41 5.7
231 44 1.5
231 45 1.3
231 46 4.4
231 62 3.2
231 64 3.4
231 65 7.4
231 66 9.8
231 68 4.7
231 82 4.2
231 84 3.0
231 85 2.1
231 90 2.9
231 92 3.3
231 93 1.3
231 97 9.1
231 98 5.1
231 99 5.6
231 116 9.6
231 119 5.8
231 122 9.0
231 130 3.3
231 145 7.4
231 146 7.9
231 150 8.9
231 156 7.4
231 157 6.1
231 161 8.3
231 163 7.2
231 169 5.6
231 170 3.2
231 177 7.9
231 179 9.6
231 180 3.6
231 181 5.6
231 187 7.5
231 188 6.9
231 189 6.9
231 193 8.2
231 195 3.2
231 200 5.0
231 210 5.9
231 212 8.8
231 214 7.3
231 218 1.7
231 223 5.8
231 225 3.9
231 232 6.0
231 233 4.2
231 236 5.4
231 237 9.2
231 238 6.7
231 241 2.9
231 242 2.1
231 248 4.0
231 249 3.9
231 252 9.4
231 254 2.0
231 255 8.5
231 257 5.2
231 259 4.4
231 261 10.0
231 262 4.9
231 263 8.6
231 265 7.4
231 266 1.1
231 267 4.0
231 268 3.9
231 272 2.3
231 273 1.5
231 274 7.0
231 276 7.9
231 277 1.9
231 278 6.8
231 279 6.5
231 283 8.9
231 288 1.8
231 290 8.1
231 291 3.1
231 294 6.5
231 295 9.6
231 296 3.5
231 297 5.4
231 300 9.1
231 301 6.2
231 302 6.4
231 303 6.7
231 306 9.7
231 308 2.4
231 311 6.6
231 312 5.5
231 313 7.2
231 317 6.2
231 318 6.4
231 319 6.0
231 322 3.3
231 323 4.7
231 324 9.3
231 327 2.9
231 330 1.8
231 333 4.4
231 334 9.1
231 337 6.9
231 339 7.1
231 340 9.3
231 341 7.6
231 344 2.2
231 345 8.0
231 346 7.6
231 349 5.6
231 351 7.1
231 355 1.7
231 356 8.4
231 357 5.6
231 358 2.9
231 359 3.1
231 360 6.1
231 362 7.4
231 364 6.9
231 366 7.1
231 367 4.9
231 369 7.0
231 372 8.7
231 373 1.2
231 379 6.8
231 380 7.6
231 383 3.7
231 384 3.2
231 385 2.4
231 386 7.8
231 387 7.6
231 388 9.7
231 390 1.5
231 391 2.7
231 394 4.7
231 397 9.6
231 398 2.3
231 402 9.7
231 403 2.0
231 404 1.2
231 407 2.6
231 409 1.2
231 411 6.5
231 412 3.7
231 413 3.7
231 414 2.4
231 415 4.3
231 416 6.9
231 417 8.7
231 418 5.7
231 425 9.8
231 426 9.5
231 427 6.4
231 430 5.5
231 431 6.6
231 434 9.6
231 436 6.1
231 437 8.7
231 439 8.2
231 440 1.1
231 443 7.4
231 445 8.7
231 446 6.9
231 448 6.6
231 449 9.5
231 450 4.0
231 453 1.3
231 454 9.6
231 455 8.0
231 456 2.0
231 459 1.3
231 462 4.7
231 463 9.0
231 466 1.4
231 467 8.5
231 468 9.2
231 470 7.7
231 471 8.5
231 472 5.8
231 475 9.3
231 476 9.5
231 477 6.6
231 480 5.7
231 483 2.3
231 484 4.4
231 485 8.8
231 486 1.1
231 487 7.6
231 488 8.8
231 489 7.2
231 490 8.4
231 491 9.3
231 492 2.3
231 494 1.5
231 495 1.6
231 496 3.5
231 498 2.9
232 4 2.2
232 8 7.1
232 10 1.7
232 12 9.6
232 16 8.1
232 20 5.1
232 21 1.7
232 23 2.5
232 24 4.7
232 25 7.6
232 31 4.8
232 37 6.6
232 38 8.5
232 49 2.8
232 53 6.2
232 56 9.9
232 74 3.6
232 80 6.9
232 85 1.3
232 88 5.3
232 89 6.1
232 98 5.9
232 99 3.8
232 103 1.1
232 109 6.2
232 110 5.0
232 123 9.4
232 131 2.8
232 134 5.5
232 136 6.7
232 141 6.8
232 143 1.1
232 145 8.9
232 146 8.2
232 151 1.1
232 161 1.2
232 164 6.8
232 170 1.4
232 174 8.3
232 178 6.6
232 179 1.3
232 181 8.8
232 184 3.4
232 186 3.4
232 187 6.2
232 195 4.3
232 196 5.5
232 199 5.1
232 206 1.3
232 208 7.8
232 209 4.9
232 223 9.8
232 233 4.8
232 234 2.9
232 235 8.0
232 236 7.3
232 238 7.0
232 241 3.7
232 243 8.8
232 244 9.5
232 246 4.2
232 247 5.0
232 248 4.7
232 249 5.8
232 250 7.1
232 252 8.0
232 253 3.2
232 255 9.7
232 259 1.9
232 260 1.7
232 261 3.5
232 262 5.7
232 264 9.3
232 265 2.9
232 268 3.7
232 269 3.9
232 273 6.2
232 274 7.1
232 276 1.3
232 277 1.1
232 278 4.8
232 279 2.6
232 281 3.2
232 282 7.8
232 283 6.0
232 285 2.8
232 288 8.6
232 289 8.1
232 290 5.3
232 292 9.7
232 293 9.7
232 295 9.5
232 296 2.6
232 297 3.5
232 299 1.8
232 301 4.2
232 304 5.7
232 305 8.2
232 306 4.2
232 308 9.3
232 309 1.8
232 317 2.9
232 318 8.9
232 320 8.5
232 321 3.7
232 322 6.0
232 323 8.3
232 324 6.7
232 326 4.1
232 327 3.3
232 330 2.5
232 331 3.6
232 333 7.6
232 334 1.9
232 339 4.2
232 340 8.7
232 344 7.1
232 345 7.4
232 346 9.3
232 347 4.3
232 348 7.4
232 349 5.4
232 350 7.4
232 352 7.5
232 353 7.8
232 356 4.2
232 360 5.6
232 361 5.5
232 363 3.6
232 364 6.4
232 365 5.5
232 366 1.1
232 367 1.6
232 369 6.9
232 374 4.9
232 375 7.5
232 376 2.6
232 377 7.5
232 381 5.1
232 382 5.4
232 385 4.8
232 386 7.4
232 388 2.3
232 389 9.6
232 391 1.8
232 395 4.6
232 398 1.4
232 399 4.6
232 400 1.5
232 401 6.9
232 402 8.4
232 404 9.6
232 407 4.0
232 410 6.2
232 411 6.7
232 412 7.3
232 413 9.8
232 415 1.8
232 416 9.3
232 417 5.3
232 418 4.4
232 419 1.2
232 421 8.8
232 423 5.9
232 424 3.5
232 427 4.2
232 429 6.0
232 431 5.9
232 433 6.6
232 435 6.4
232 436 7.7
232 441 4.8
232 442 8.7
232 444 4.5
232 446 2.8
232 447 8.3
232 448 6.6
232 451 2.5
232 452 8.4
232 453 4.6
232 454 3.0
232 455 4.3
232 456 6.5
232 458 6.2
232 460 5.0
232 461 6.4
232 464 1.7
232 469 2.8
232 472 5.3
232 473 7.1
232 475 5.1
232 478 7.1
232 486 4.7
232 487 7.5
232 488 6.4
232 491 6.1
232 494 3.0
232 495 5.8
232 499 9.1
233 10 5.6
233 16 8.2
233 19 6.1
233 24 3.2
233 25 8.6
233 26 4.3
233 29 5.8
233 47 8.7
233 48 9.2
233 49 5.1
233 53 8.8
233 55 5.1
233 58 6.4
233 62 3.3
233 69 4.0
233 76 4.6
233 78 5.7
233 81 3.4
233 82 2.6
233 83 8.4
233 84 5.4
233 87 3.4
233 91 1.3
233 106 9.3
233 112 4.4
233 117 7.4
233 125 8.4
233 136 2.7
233 143 1.4
233 144 3.0
233 150 2.6
233 152 4.6
233 154 8.8
233 155 6.0
233 157 5.8
233 161 2.1
233 166 7.1
233 169 9.8
233 170 8.9
233 171 9.3
233 174 1.0
233 176 2.5
233 185 6.7
233 189 9.2
233 201 5.9
233 206 6.1
233 224 9.6
233 225 9.9
233 226 5.6
233 227 9.7
233 239 5.3
233 240 9.8
233 242 5.5
233 243 3.9
233 244 3.8
233 245 3.8
233 249 8.4
233 251 5.1
233 253 6.6
233 256 9.6
233 258 4.5
233 260 1.4
233 262 2.3
233 265 4.0
233 266 1.5
233 267 2.2
233 268 5.8
233 271 5.4
233 272 8.3
233 273 7.8
233 275 6.7
233 277 3.6
233 279 5.7
233 280 8.6
233 281 6.8
233 283 1.8
233 285 9.9
233 287 5.2
233 288 9.5
233 289 8.2
233 290 3.4
233 291 4.6
233 292 7.4
233 293 6.0
233 296 7.1
233 297 5.0
233 301 8.7
233 302 5.4
233 304 2.1
233 305 2.0
233 306 2.5
233 307 8.0
233 308 1.1
233 310 5.9
233 311 3.1
233 312 9.6
233 313 5.9
233 314 3.5
233 316 1.2
233 317 6.9
233 318 4.3
233 319 6.0
233 321 4.6
233 325 7.7
233 326 3.4
233 327 4.5
233 328 3.8
233 330 6.4
233 331 6.8
233 332 5.1
233 333 9.6
233 336 9.3
233 339 7.0
233 340 1.3
233 343 1.4
233 344 3.0
233 345 5.8
233 348 5.2
233 349 2.4
233 350 9.4
233 351 5.0
233 352 1.3
233 355 8.7
233 356 9.6
233 359 1.4
233 360 1.3
233 361 4.1
233 362 7.6
233 363 7.0
233 365 3.9
233 366 6.2
233 367 5.4
233 368 7.3
233 369 1.9
233 370 4.4
233 371 6.6
233 373 9.1
233 375 1.9
233 378 6.6
233 380 2.4
233 381 7.0
233 382 4.9
233 384 5.3
233 385 3.9
233 387 9.5
233 390 8.9
233 391 3.9
233 392 6.4
233 393 3.0
233 395 4.5
233 397 6.7
233 399 9.0
233 402 1.1
233 403 4.8
233 410 2.1
233 412 3.4
233 414 8.8
233 416 10.0
233 417 5.3
233 418 4.3
233 419 6.2
233 422 7.0
233 423 4.7
233 424 8.9
233 428 8.0
233 430 3.7
233 431 3.9
233 432 6.3
233 434 9.7
233 435 9.6
233 437 7.5
233 438 1.8
233 439 7.8
233 441 9.9
233 442 7.6
233 443 8.9
233 445 3.3
233 446 3.3
233 447 9.2
233 448 1.3
233 450 1.2
233 451 9.6
233 453 4.9
233 454 2.6
233 456 3.4
233 459 8.7
233 460 3.6
233 461 9.0
233 462 1.1
233 465 9.7
233 467 3.8
233 468 1.6
233 470 7.3
233 476 3.6
233 477 2.5
233 478 1.4
233 479 9.3
233 480 7.4
233 481 8.7
233 482 1.5
233 484 8.4
233 486 7.6
233 487 2.5
233 489 5.0
233 490 2.5
233 491 4.7
233 493 2.0
233 494 2.3
233 495 9.2
233 496 5.6
233 497 7.5
233 500 5.2
234 3 3.3
234 4 6.9
234 8 2.1
234 9 3.7
234 18 5.3
234 19 2.2
234 20 7.4
234 24 2.1
234 31 8.1
234 35 3.3
234 46 7.7
234 51 8.1
234 54 4.1
234 58 7.3
234 66 5.0
234 67 2.0
234 70 8.4
234 74 8.7
234 81 4.7
234 83 7.5
234 90 1.3
234 95 3.6
234 96 6.5
234 97 2.8
234 105 1.3
234 108 9.5
234 114 1.8
234 115 2.4
234 116 10.0
234 118 6.6
234 119 6.4
234 120 3.4
234 123 2.1
234 124 6.5
234 126 6.6
234 127 9.2
234 137 9.3
234 139 1.7
234 141 3.0
234 144 2.6
234 156 1.4
234 157 6.8
234 161 7.0
234 164 3.9
234 172 4.1
234 184 8.3
234 186 2.6
234 194 2.1
234 197 5.9
234 200 4.2
234 212 5.3
234 213 7.5
234 215 7.1
234 218 3.6
234 220 5.8
234 226 6.1
234 230 4.7
234 233 7.2
234 235 3.8
234 236 6.0
234 238 6.9
234 239 8.1
234 242 1.8
234 243 8.0
234 245 8.5
234 246 5.0
234 247 4.8
234 249 5.3
234 253 8.9
234 255 1.5
234 256 1.4
234 257 2.7
234 258 10.0
234 259 3.4
234 260 3.1
234 262 7.1
234 263 3.1
234 265 5.2
234 266 6.8
234 267 5.1
234 268 7.7
234 269 3.8
234 270 3.0
234 271 1.5
234 273 5.5
234 274 3.1
234 277 3.0
234 278 3.1
234 281 1.5
234 282 9.8
234 283 6.2
234 284 9.2
234 286 8.8
234 287 6.9
234 289 5.4
234 290 2.0
234 292 2.5
234 294 6.3
234 295 6.6
234 296 1.3
234 297 9.0
234 299 6.3
234 300 1.2
234 306 9.0
234 307 9.6
234 309 9.9
234 310 6.9
234 311 8.8
234 314 6.6
234 315 5.3
234 317 3.9
234 318 9.0
234 320 5.3
234 321 9.3
234 322 1.8
234 323 9.3
234 326 6.9
234 329 5.9
234 330 3.0
234 331 9.1
234 332 2.2
234 333 9.7
234 334 7.7
234 335 1.7
234 336 1.6
234 339 4.4
234 341 5.3
234 343 2.9
234 344 5.2
234 345 5.0
234 346 7.2
234 347 3.4
234 350 5.1
234 353 1.1
234 355 2.2
234 356 7.3
234 357 9.1
234 358 7.2
234 360 4.5
234 362 9.6
234 364 6.2
234 365 5.3
234 367 5.4
234 368 4.8
234 369 1.7
234 372 9.6
234 379 2.2
234 380 5.5
234 381 8.5
234 384 4.7
234 385 3.8
234 387 8.7
234 388 5.6
234 390 3.8
234 393 9.0
234 398 7.7
234 399 2.1
234 403 9.6
234 404 5.8
234 406 6.2
234 407 6.3
234 408 2.9
234 409 5.9
234 411 9.1
234 412 6.8
234 413 1.5
234 414 9.7
234 415 4.3
234 416 5.8
234 418 8.8
234 419 7.3
234 421 2.4
234 422 8.4
234 423 1.2
234 424 3.3
234 425 5.4
234 426 2.9
234 428 5.4
234 429 1.3
234 430 3.7
234 431 7.3
234 433 3.5
234 434 1.7
234 435 7.6
234 436 7.4
234 437 6.8
234 438 4.2
234 440 6.2
234 442 1.6
234 443 7.2
234 444 3.3
234 445 3.1
234 448 10.0
234 449 8.2
234 451 6.4
234 453 7.1
234 455 6.8
234 457 2.1
234 459 6.2
234 460 6.4
234 463 7.3
234 466 3.1
234 469 7.4
234 471 2.8
234 472 9.2
234 474 8.8
234 475 2.8
234 476 2.0
234 478 2.8
234 481 7.6
234 486 1.5
234 489 1.8
234 492 3.4
234 494 7.5
234 498 7.8
235 6 1.2
235 10 7.2
235 17 6.2
235 20 9.8
235 21 1.8
235 30 2.2
235 31 9.9
235 33 8.7
235 36 9.3
235 42 8.4
235 45 3.2
235 47 7.1
235 51 3.9
235 54 9.0
235 55 5.1
235 56 4.9
235 59 6.4
235 71 6.4
235 73 6.7
235 74 2.4
235 76 7.0
235 77 5.5
235 79 5.8
235 80 9.0
235 82 9.1
235 84 5.0
235 85 4.4
235 90 9.6
235 99 3.6
235 108 9.5
235 111 2.0
235 113 1.1
235 114 5.2
235 122 8.7
235 130 2.9
235 135 9.5
235 138 6.1
235 140 4.7
235 144 2.4
235 151 1.7
235 153 9.3
235 154 2.2
235 158 1.9
235 170 5.0
235 171 1.2
235 179 4.2
235 184 2.9
235 185 6.6
235 193 8.1
235 194 1.7
235 197 9.6
235 202 3.6
235 203 1.5
235 206 9.1
235 207 5.3
235 208 9.3
235 210 3.9
235 217 1.9
235 218 9.0
235 231 8.2
235 236 7.3
235 239 4.1
235 241 4.8
235 243 5.2
235 247 5.5
235 249 2.3
235 250 2.4
235 251 4.2
235 252 2.0
235 253 8.2
235 254 6.2
235 256 3.3
235 258 7.1
235 260 2.3
235 262 2.8
235 263 6.1
235 264 8.4
235 266 2.9
235 270 4.5
235 271 4.1
235 272 8.2
235 275 9.5
235 277 8.6
235 278 9.1
235 281 1.2
235 282 2.7
235 283 3.3
235 284 4.6
235 286 3.9
235 287 7.7
235 288 5.4
235 290 9.6
235 291 8.9
235 292 8.1
235 293 6.8
235 294 7.8
235 298 5.4
235 300 3.1
235 301 1.0
235 302 5.9
235 303 6.5
235 305 6.3
235 306 2.2
235 307 5.0
235 308 7.9
235 309 3.3
235 311 6.6
235 312 4.3
235 315 9.7
235 316 9.5
235 318 5.7
235 321 1.7
235 322 7.4
235 324 3.7
235 326 1.8
235 327 2.3
235 329 7.2
235 330 4.2
235 331 5.3
235 332 1.6
235 333 3.3
235 334 7.9
235 335 5.7
235 338 9.6
235 339 2.6
235 343 7.3
235 344 1.9
235 345 9.2
235 346 4.4
235 350 8.6
235 351 6.2
235 352 5.9
235 354 1.4
235 355 9.6
235 357 9.4
235 359 6.8
235 360 8.8
235 362 1.4
235 364 2.5
235 365 1.0
235 369 6.2
235 370 4.0
235 372 7.8
235 375 2.1
235 376 4.1
235 378 2.6
235 379 7.4
235 380 1.6
235 383 9.1
235 384 8.1
235 385 5.5
235 387 9.6
235 388 4.2
235 389 4.6
235 393 1.7
235 396 4.2
235 397 6.7
235 399 6.4
235 403 8.3
235 406 8.2
235 407 4.4
235 409 5.6
235 410 1.5
235 411 4.0
235 412 4.9
235 415 3.3
235 416 2.7
235 417 7.7
235 418 2.7
235 419 3.4
235 421 8.7
235 423 7.6
235 425 6.4
235 426 1.1
235 428 6.7
235 430 3.9
235 432 8.5
235 433 3.9
235 435 5.7
235 437 6.9
235 440 6.1
235 441 1.4
235 443 6.4
235 445 5.4
235 446 1.5
235 448 7.2
235 450 2.7
235 457 7.3
235 458 3.8
235 460 8.9
235 462 8.9
235 463 6.5
235 465 5.4
235 467 2.0
235 469 8.7
235 470 1.2
235 472 4.9
235 473 9.8
235 474 3.4
235 477 7.5
235 480 3.6
235 481 4.3
235 482 2.7
235 484 9.8
235 486 3.6
235 488 6.2
235 491 4.8
235 494 2.2
235 495 3.9
235 496 9.1
235 497 8.0
235 500 4.2
236 3 2.2
236 4 5.0
236 6 8.8
236 7 8.3
236 8 6.5
236 12 3.7
236 14 1.6
236 19 9.5
236 27 3.9
236 29 3.3
236 35 8.6
236 39 7.4
236 43 7.8
236 46 5.8
236 51 4.7
236 55 7.8
236 71 2.9
236 72 9.5
236 74 3.6
236 82 7.7
236 84 2.2
236 85 1.7
236 86 9.2
236 88 8.6
236 103 5.6
236 105 9.1
236 108 2.3
236 111 6.0
236 120 6.1
236 125 4.1
236 126 9.1
236 128 3.5
236 133 9.1
236 140 5.7
236 141 5.8
236 143 4.9
236 145 1.7
236 147 6.5
236 152 7.1
236 153 4.2
236 154 7.1
236 157 8.1
236 159 1.6
236 163 7.2
236 168 6.4
236 175 7.0
236 180 8.5
236 185 5.1
236 188 8.4
236 192 2.8
236 198 9.6
236 204 4.0
236 205 5.4
236 207 8.4
236 210 4.5
236 215 7.1
236 224 5.5
236 228 4.9
236 238 5.9
236 239 2.3
236 241 9.5
236 242 7.2
236 244 3.3
236 245 7.2
236 246 7.3
236 247 1.2
236 249 4.8
236 251 6.0
236 252 6.6
236 255 5.7
236 257 2.6
236 258 2.3
236 259 6.3
236 262 1.1
236 264 3.0
236 266 5.0
236 267 2.8
236 269 5.6
236 271 9.2
236 272 5.3
236 273 9.9
236 274 3.7
236 276 7.9
236 277 6.6
236 278 7.1
236 282 3.5
236 283 9.5
236 284 6.6
236 286 4.0
236 287 4.8
236 289 3.0
236 290 5.9
236 291 2.2
236 293 6.0
236 294 6.0
236 295 1.8
236 299 5.2
236 300 3.2
236 301 6.4
236 303 2.9
236 304 3.4
236 307 4.8
236 308 9.4
236 309 6.8
236 310 7.8
236 315 8.0
236 316 2.3
236 317 7.7
236 318 9.7
236 324 2.2
236 325 9.1
236 331 3.1
236 332 6.0
236 333 2.8
236 334 7.9
236 335 4.5
236 336 2.6
236 338 3.0
236 339 5.9
236 341 9.3
236 342 8.9
236 343 2.9
236 345 7.4
236 346 3.2
236 347 1.8
236 348 9.2
236 349 3.1
236 351 1.9
236 353 4.1
236 355 2.8
236 358 6.7
236 359 8.1
236 361 1.4
236 363 2.7
236 364 1.4
236 366 5.3
236 368 9.0
236 371 5.9
236 374 3.2
236 376 4.2
236 379 5.6
236 380 9.2
236 381 3.1
236 383 7.5
236 384 6.6
236 385 6.6
236 388 9.9
236 392 4.6
236 396 5.8
236 397 6.0
236 398 6.3
236 401 8.9
236 402 4.6
236 403 2.4
236 404 2.0
236 405 8.7
236 407 4.1
236 408 9.2
236 411 1.6
236 412 9.1
236 415 7.0
236 416 4.6
236 418 6.2
236 422 2.1
236 423 3.7
236 424 4.7
236 425 1.2
236 426 6.3
236 427 4.7
236 428 3.3
236 429 9.5
236 432 4.7
236 434 10.0
236 435 3.5
236 436 7.1
236 437 1.9
236 439 1.9
236 440 6.2
236 441 2.9
236 442 10.0
236 443 5.5
236 445 4.1
236 447 3.9
236 448 9.2
236 449 2.1
236 450 1.6
236 451 7.1
236 452 2.1
236 453 7.2
236 454 4.1
236 455 3.8
236 458 2.8
236 459 6.1
236 462 2.8
236 465 4.9
236 467 8.9
236 469 5.5
236 471 9.4
236 472 8.5
236 474 4.9
